"","team_name","opponent_win_perc"
"98","Grand Canyon",0.465772172170151
"99","Green Bay",0.454958339494149
"100","Hampton",0.432685684279051
"101","Harvard",0.463454752313968
"102","Hawaii",0.474243891035799
"103","Henderson St.",0.315191387559809
"104","Hofstra",0.518397532396052
"105","Holy Cross",0.445196429997886
"106","Houston",0.572999594139284
"107","Houston Christian",0.49129605417305
"108","Howard",0.414154772680389
"109","IU Indy",0.465965015560818
"110","Idaho St.",0.434445120613036
"111","Illinois",0.540879893804583
"112","Illinois St.",0.531970304913413
"113","Indiana",0.561963260262182
"114","Indiana St.",0.490646558685096
"115","Iona",0.462221996195401
"116","Iowa",0.514405508708873
"117","Iowa St.",0.542854633893415
"118","Jackson St.",0.379405618561416
"119","Jacksonville",0.51701827090208
"120","Jacksonville St.",0.498724119133749
"121","James Madison",0.524890867687174
"122","Jamestown",0.481481481481482
"123","Kansas",0.583902242811034
"124","Kansas City",0.510466320458364
"125","Kennesaw St.",0.522196816046071
"126","Kent St.",0.527364745573262
"127","Kentucky",0.617272633367839
"128","LIU",0.47021768730884
"129","LMU (CA)",0.570352966223176
"130","LSU",0.627776782248398
"131","Lafayette",0.515463976778312
"132","Lamar University",0.491052060799961
"133","Le Moyne",0.436362803871308
"134","Lehigh",0.445366383160216
"135","Liberty",0.521965306808881
"136","Lincoln (PA)",0.345959595959596
"137","Lindenwood",0.444512257126698
"138","Lipscomb",0.517413581860942
"139","Long Beach St.",0.483068721388089
"140","Longwood",0.539409640379911
"141","Louisiana",0.570424351096419
"142","Louisiana Tech",0.527157119413737
"143","Louisville",0.588251331408909
"144","Loyola Chicago",0.503187386537937
"145","Maine",0.411808519772874
"146","Manhattan",0.458205025591786
"147","Marist",0.413598056713293
"148","Marshall",0.523718323769248
"149","Maryland",0.58960779574625
"150","Massachusetts",0.476672812925492
"151","McNeese",0.473287411878459
"152","Memphis",0.49974968052837
"153","Mercer",0.531517616992669
"154","Mercyhurst",0.425256180456187
"155","Merrimack",0.435810732419748
"156","Miami (OH)",0.476303199138954
"157","Michigan",0.544151490042053
"158","Michigan St.",0.566740570029218
"159","Middle Tenn.",0.547169816083297
"160","Minn.-Crookston",0.481481481481482
"161","Minnesota",0.573471547953873
"162","Mississippi St.",0.58929020131812
"163","Mississippi Val.",0.439955325550601
"164","Missouri",0.649914925902505
"165","Missouri St.",0.504719908395848
"166","Monmouth",0.479977051672949
"167","Mont. St. Billings",0.163265306122449
"168","Montana",0.465892673257674
"169","Morehead St.",0.491773558084372
"170","Morgan St.",0.418494860039085
"171","Mount St. Mary's",0.430212603750073
"172","Murray St.",0.450510273449348
"173","N.C. A&T",0.46122778478579
"174","N.C. Central",0.468836675404633
"175","NC State",0.585445124847238
"176","NIU",0.497681513799852
"177","Nebraska",0.552501177958994
"178","Nevada",0.527603521955973
"179","New Mexico",0.507898406060598
"180","New Mexico St.",0.50273443438167
"181","Niagara",0.461791984107821
"182","Nicholls",0.467544888768424
"183","Norfolk St.",0.364397335046641
"184","North Ala.",0.505499492534896
"185","North Carolina",0.524725235196957
"186","North Dakota",0.447701585152668
"187","North Dakota St.",0.508698124662767
"188","North Florida",0.491182023082626
"189","North Texas",0.529358818543351
"190","Northern Colo.",0.483414042025081
"191","Northern Ky.",0.438955209693716
"192","Northwestern",0.5346346438465
"193","Northwestern St.",0.490547929456688
"194","Notre Dame",0.577516238769249
"195","Oakland",0.468874321557908
"196","Ohio",0.466200928389329
"197","Ohio St.",0.552616721451688
"198","Oklahoma",0.586010909822833
"199","Oklahoma St.",0.591704880074167
"200","Ole Miss",0.597454729069471
"201","Omaha",0.473974548361262
"202","Oregon",0.519823318523321
"203","Oregon St.",0.482262488340507
"204","Ouachita Baptist",0.289473684210526
"205","Pacific",0.49739430952827
"206","Penn",0.548645365258219
"207","Penn St.",0.565550263070501
"208","Pittsburgh",0.56612150236826
"209","Portland St.",0.481871885323876
"210","Prairie View",0.40026633928586
"211","Presbyterian",0.428711568390213
"212","Princeton",0.507752417302359
"213","Providence",0.525126417000868
"214","Purdue",0.575581113761155
"215","Purdue Fort Wayne",0.469233037187488
"216","Queens (NC)",0.478370107043482
"217","Quinnipiac",0.460419318537568
"218","Radford",0.545766402053859
"219","Rhode Island",0.451814986184341
"220","Rider",0.429677582873516
"221","Robert Morris",0.404587827403282
"222","Rutgers",0.527839023490877
"223","SFA",0.496547699135168
"224","SIUE",0.409421982217648
"225","Sacramento St.",0.454401364121707
"226","Sacred Heart",0.477979583055499
"227","Saint Francis",0.44115349926059
"228","Saint Joseph's",0.48869993921604
"229","Saint Louis",0.454466964457461
"230","Saint Mary's (CA)",0.558864369703549
"231","Saint Peter's",0.408716145541547
"232","Sam Houston",0.525167360505174
"233","Samford",0.516134375560516
"234","San Diego",0.506087591002795
"235","San Diego St.",0.566545344960145
"236","San Jose St.",0.516654639023029
"237","Santa Clara",0.466818550900435
"238","Seattle U",0.491089822009224
"239","Seton Hall",0.485649480026059
"240","Siena",0.44311032729462
"241","South Alabama",0.53089936866942
"242","South Carolina",0.627454437094239
"243","South Carolina St.",0.416915243371589
"244","South Dakota",0.462979005527332
"245","South Dakota St.",0.513990312634355
"246","South Fla.",0.533109424408058
"247","Southeast Mo. St.",0.438806295450657
"248","Southeastern La.",0.446071623910181
"249","Southern Ill.",0.507773862978905
"250","Southern Ind.",0.48253735043786
"251","Southern Miss.",0.549287669490763
"252","Southern U.",0.375255025640062
"253","Southern Utah",0.525442578180021
"254","St. Bonaventure",0.442788669398593
"255","St. John's (NY)",0.47968220284938
"256","St. Thomas (MN)",0.479821612941876
"257","Stanford",0.57574821064586
"258","Stetson",0.574990432496379
"259","Stonehill",0.429149863181877
"260","Stony Brook",0.467398757187208
"261","Syracuse",0.550714977790837
"262","Tarleton St.",0.479798579303205
"263","Tennessee",0.645948549623016
"264","Tennessee St.",0.463607420582026
"265","Tennessee Tech",0.472743732130105
"266","Texas",0.584158408509199
"267","Texas A&M",0.627601187779277
"268","Texas Southern",0.419593511610197
"269","Texas St.",0.540354406047596
"270","Texas Tech",0.551293787666836
"271","Toledo",0.491199810265576
"272","Towson",0.417240861221448
"273","Troy",0.489024513578185
"274","Tulsa",0.520732415821421
"275","Tuskegee",0.436411992263056
"276","UAB",0.514094547824801
"277","UAlbany",0.47330718401272
"278","UC Davis",0.512088355830383
"279","UC Riverside",0.493122294268594
"280","UC San Diego",0.468371990415089
"281","UC Santa Barbara",0.468336628351837
"282","UCF",0.591123019441962
"283","UCLA",0.592549394910335
"284","UConn",0.516932439041135
"285","UIC",0.471783660234426
"286","UIW",0.472980905316171
"287","ULM",0.488993379792429
"288","UMBC",0.467231656786055
"289","UMES",0.363671212013408
"290","UMass Lowell",0.417925803681408
"291","UNC Greensboro",0.505243434549156
"292","UNCW",0.474545854826755
"293","UNI",0.462251771415209
"294","UNLV",0.522987913298765
"295","USC Upstate",0.442658570106939
"296","UT Arlington",0.522352282712359
"297","UT Martin",0.432990805376287
"298","UTEP",0.500739212233452
"299","UTSA",0.51922869071169
"300","Utah",0.618819327098293
"301","Utah St.",0.53381071392981
"302","Utah Tech",0.50393997695881
"303","Utah Valley",0.50716076641617
"304","Valparaiso",0.431378875882862
"305","Villanova",0.521091947516278
"306","Virginia",0.583531487514402
"307","Virginia Tech",0.567888229696627
"308","Virginia Union",0.555555555555556
"309","Wagner",0.429574419786046
"310","Washington",0.576172431143325
"311","Weber St.",0.466357702068766
"312","West Ga.",0.48501437461913
"313","Western Caro.",0.498071324225447
"314","Western Ill.",0.434880766599813
"315","Western Ky.",0.518505124493004
"316","Western Mich.",0.481409000680651
"317","Western Ore.",0.24
"318","Wichita St.",0.539321806202098
"319","Winthrop",0.475247136548303
"320","Wisconsin",0.539714470725302
"321","Wofford",0.510974805827066
"322","Yale",0.483817711899196
"323","Youngstown St.",0.451039446151019
